PDB_ID,Resolution,Year,Ki,Measurement,Is_Ki
3n2u,1.81,2010,7.84,Ki=14.3nM,True
4gzp,2.3,2012,7.84,Ki=14.3nM,True
6b96,1.88,2017,7.84,Ki=14.3nM,True
1a94,2,1999,7.85,Ki=14nM,True
1b8y,2,1999,7.85,Ki=14nM,True
2fle,1.9,2007,7.85,Ki=14nM,True
2gv7,2.2,2006,7.85,Ki=14nM,True
3dd8,1.9,2008,7.85,Ki=14nM,True
3sut,1.9,2012,7.85,Ki=14nM,True
3uw5,1.71,2012,7.85,Ki=0.014uM,True
4mc1,1.39,2014,7.85,Ki=14nM,True
4pcs,1.77,2014,7.85,Ki=14nM,True
4r76,2.5,2014,7.85,Ki=14nM,True
4rak,2.04,2014,7.85,Ki=14nM,True
5elw,1.4,2016,7.85,Ki=14nM,True
5hi7,2.15,2016,7.85,Ki=14nM,True
5uln,1.35,2017,7.85,Ki=14.2nM,True
2zn7,2.1,2008,7.89,Ki=13nM,True
3c56,2.3,2008,7.89,Ki=0.013uM,True
3hig,2.09,2009,7.89,Ki=13nM,True
4b5d,2.2,2012,7.89,Ki=12.8nM,True
4ruy,1.14,2015,7.89,Ki=12.8nM,True
4ytc,2.16,2015,7.89,Ki=0.013uM,True
1ajx,2,1997,7.91,Ki=12.2nM,True
5E+028,1.3,2016,7.91,Ki=12.3nM,True
1b6j,1.85,2000,7.92,Ki=12nM,True
2jjb,1.9,2009,7.92,Ki=12nM,True
2ovv,2,2007,7.92,Ki=12nM,True
3d7z,2.1,2008,7.92,Ki=12nM,True
3eft,1.85,2009,7.92,Ki=12nM,True
4a6c,1.5,2012,7.92,Ki=12nM,True
4bcn,2.1,2013,7.92,Ki=12nM,True
4cws,2.3,2014,7.92,Ki=0.012uM,True
4hge,2.3,2012,7.92,Ki=11.9nM,True
4rux,1.14,2015,7.92,Ki=12nM,True
5jy3,2.4,2016,7.92,Ki=12nM,True
3daz,1.6,2009,7.93,Ki=11.8nM,True
6en5,1.75,2017,7.94,Ki=11.45nM,True
3t85,2.4,2011,7.95,Ki=11.3nM,True
4b7j,2.42,2012,7.95,Ki=11.1nM,True
5n1r,1.3,2017,7.95,Ki=11.1nM,True
6s4t,2,2019,7.95,Ki=11.2nM,True
1epo,2,1994,7.96,Ki=11nM,True
1g2k,1.95,2001,7.96,Ki=11nM,True
1hvh,1.8,1998,7.96,Ki=11nM,True
1o3f,1.55,2003,7.96,Ki=0.011uM,True
1qxl,2.25,2004,7.96,Ki=11nM,True
2e1w,2.5,2006,7.96,Ki=11nM,True
2p3a,1.75,2007,7.96,Ki=11nM,True
2qe4,2.4,2007,7.96,Ki=11.0nM,True
2x8z,1.98,2010,7.96,Ki=11nM,True
3bgq,2,2007,7.96,Ki=11nM,True
3iww,2.3,2009,7.96,Ki=11nM,True
3mhc,1.7,2010,7.96,Ki=11nM,True
3r4p,1.7,2011,7.96,Ki=11nM,True
3uuo,2.11,2012,7.96,Ki=11nM,True
4ap7,1.8,2012,7.96,Ki=0.011uM,True
4k3n,2,2013,7.96,Ki=11nM,True
4ngp,1.63,2014,7.96,Ki=10.97nM,True
4r59,1.65,2014,7.96,Ki=11nM,True
4y79,2.1,2015,7.96,Ki=11nM,True
6iiu,2.5,2018,7.96,Ki=11nM,True
3oyq,1.47,2011,7.99,Ki=10.3nM,True
5n1s,1.3,2017,7.99,Ki=10.2nM,True
5nxp,1.25,2018,7.99,Ki=10.2nM,True
1b57,2,2000,8,Ki=0.01uM,True
1dqn,1.75,2000,8,Ki=10nM,True
1fkg,2,1994,8,Ki=10nM,True
1gai,1.7,1996,8,Ki=10nM,True
1qin,2,1999,8,Ki=10nM,True
1tkb,2.3,1994,8,Ki=10nM,True
1ypg,1.8,2006,8,Ki=10nM,True
2E+094,2.18,2007,8,Ki=0.01uM,True
2hah,1.7,2007,8,Ki=10nM,True
2vnt,2.2,2008,8,Ki=9.9nM,True
2vwn,1.61,2009,8,Ki=10nM,True
2xbw,1.72,2010,8,Ki=10nM,True
3b92,2,2007,8,Ki=10nM,True
3cyx,1.2,2008,8,Ki=10nM,True
3E+092,2,2008,8,Ki=10nM,True
3fur,2.3,2009,8,Ki=10nM,True
3hs4,1.1,2009,8,Ki=10nM,True
3k97,1.95,2010,8,Ki=10nM,True
3oy0,1.6,2011,8,Ki=10.1nM,True
3sio,2.32,2011,8,Ki=10nM,True
3zcl,1.4,2013,8,Ki=10.1nM,True
4a6l,2.05,2012,8,Ki=10nM,True
4ehz,2.17,2012,8,Ki=10nM,True
4mo8,1.85,2013,8,Ki=10.1nM,True
4o9v,1.9,2014,8,Ki=10nM,True
4ujb,1.95,2016,8,Ki=10nM,True
4zx0,1.6,2015,8,Ki=10nM,True
1v7a,2.5,2004,8.01,Ki=9.8nM,True
4yes,1.5,2015,8.02,Ki=9.6nM,True
4elf,2.3,2013,8.03,Ki=9.4nM,True
5e2k,1.4,2016,8.03,Ki=9.3nM,True
4m2u,2,2013,8.04,Ki=9.1nM,True
5tmn,1.6,1989,8.04,Ki=9.1nM,True
6k04,1.25,2019,8.04,Ki=9.1nM,True
1hih,2.2,1995,8.05,Ki=9nM,True
2bqv,2.1,2005,8.05,Ki=9nM,True
2jkh,1.25,2009,8.05,Ki=9nM,True
2xc4,1.67,2010,8.05,Ki=9nM,True
2y80,1.9,2011,8.05,Ki=9nM,True
3ag9,2,2010,8.05,Ki=9nM,True
3ml2,1.8,2011,8.05,Ki=9nM,True
3u8l,2.32,2011,8.05,Ki=8.9nM,True
4hdb,1.49,2013,8.05,Ki=8.9nM,True
4q19,2.09,2014,8.05,Ki=8.9nM,True
4rfd,1.63,2015,8.05,Ki=8.9nM,True
5upe,1.93,2017,8.05,Ki=9nM,True
5xvg,2.1,2018,8.05,Ki=0.009uM,True
6gxe,1.3,2019,8.05,Ki=9nM,True
3dbu,1.7,2009,8.06,Ki=8.8nM,True
6evr,1.5,2018,8.06,Ki=8.8nM,True
3vbd,1.05,2012,8.07,Ki=8.6nM,True
5jfu,1.7,2016,8.07,Ki=8.5nM,True
1siv,2.5,1994,8.08,Ki=8.4nM,True
2rkg,1.8,2008,8.09,Ki=8.2nM,True
2yfx,1.7,2011,8.09,Ki=8.2nM,True
3tu7,2.49,2011,8.09,Ki=8.17nM,True
4elh,2.1,2013,8.09,Ki=8.2nM,True
4loy,1.77,2014,8.09,Ki=8.1nM,True
5n6s,2.1,2017,8.09,Ki=8.2nM,True
6b59,1.64,2018,8.09,Ki=8.2nM,True
1ghy,1.85,2002,8.1,Ki=0.008uM,True
1stc,2.3,1998,8.1,Ki=8nM,True
1ype,1.81,2006,8.1,Ki=8nM,True
2cf8,1.3,2006,8.1,Ki=0.008uM,True
2e9u,2,2008,8.1,Ki=7.94nM,True
2pvj,1.7,2008,8.1,Ki=8nM,True
2vvu,2.3,2009,8.1,Ki=8nM,True
5m7u,2.3,2017,8.1,Ki=8nM,True
1ndz,2,2003,8.11,Ki=7.7nM,True
1nvr,1.8,2003,8.11,Ki=7.8nM,True
2pq9,1.6,2008,8.11,Ki=7.8nM,True
3fv2,1.5,2010,8.11,Ki=7.7nM,True
4cp7,1.8,2014,8.11,Ki=7.8nM,True
4z1j,1.27,2015,8.11,Ki=7.7nM,True
6h38,1.7,2018,8.11,Ki=7.8nM,True
1o5r,2.35,2004,8.12,Ki=7.5nM,True
6dil,1.48,2018,8.12,Ki=7.6nM,True
6dj2,1.36,2018,8.12,Ki=7.6nM,True
1g35,1.8,2001,8.14,Ki=7.3nM,True
1yqj,2,2005,8.14,Ki=7.3nM,True
3b4f,1.89,2008,8.14,Ki=7.2nM,True
3ljz,2,2011,8.14,Ki=7.3nM,True
4isi,1.94,2013,8.14,Ki=7.3nM,True
6dj5,1.75,2018,8.14,Ki=7.2nM,True
1fkh,1.95,1994,8.15,Ki=7nM,True
1w5v,1.8,2004,8.15,Ki=7.1nM,True
2d1n,2.37,2006,8.15,Ki=7nM,True
2q1q,1.9,2007,8.15,Ki=7nM,True
3d8w,1.7,2009,8.15,Ki=7.0nM,True
3i4b,2.3,2010,8.15,Ki=7nM,True
3nxq,1.99,2010,8.15,Ki=7nM,True
5jxq,1.2,2016,8.15,Ki=7nM,True
5vo1,2.45,2017,8.15,Ki=0.007uM,True
6qgh,2,2019,8.15,Ki=0.007uM,True
4elg,2.1,2013,8.16,Ki=6.9nM,True
4z0q,1.45,2015,8.17,Ki=6.8nM,True
2f80,1.45,2006,8.18,Ki=6.6nM,True
3l3n,2.3,2010,8.18,Ki=6.6nM,True
2r59,1.89,2008,8.19,Ki=6.5nM,True
3hit,2.29,2009,8.19,Ki=6.4nM,True
3roc,1.7,2011,8.19,Ki=6.4nM,True
4mc2,1.56,2014,8.19,Ki=6.4nM,True
5aa9,1.93,2016,8.19,Ki=6.4nM,True
5fl5,2.05,2015,8.19,Ki=6.4nM,True
5m25,2.43,2017,8.19,Ki=6.50nM,True
6ayq,1.42,2018,8.19,Ki=6.5nM,True
2jds,2,2007,8.2,Ki=6.3nM,True
4gg7,2.27,2012,8.2,Ki=6.3nM,True
5exm,2.09,2016,8.2,Ki=6.3nM,True
5fto,2.22,2016,8.21,Ki=6.2nM,True
1efy,2.2,2001,8.22,Ki=6nM,True
1h1s,2,2002,8.22,Ki=6nM,True
1w11,2,2008,8.22,Ki=6nM,True
2vvv,1.73,2009,8.22,Ki=6nM,True
2zcs,2.03,2008,8.22,Ki=6nM,True
3d1y,1.05,2008,8.22,Ki=6nM,True
3l3m,2.5,2010,8.22,Ki=6nM,True
3le9,1.85,2010,8.22,Ki=6nM,True
3v5t,2.13,2012,8.22,Ki=6nM,True
3zbx,2.2,2013,8.22,Ki=6nM,True
4h3g,1.85,2012,8.22,Ki=6nM,True
4hym,1.9,2013,8.22,Ki=6nM,True
4lko,2.43,2013,8.22,Ki=6.0nM,True
5amg,1.55,2015,8.22,Ki=6.0nM,True
3e5a,2.3,2008,8.23,Ki=5.9nM,True
3hll,1.95,2009,8.24,Ki=5.8nM,True
4rfc,1.65,2015,8.24,Ki=5.7nM,True
4x6m,2.4,2015,8.24,Ki=5.8nM,True
4z1e,2.01,2015,8.24,Ki=5.7nM,True
1c1u,1.75,2000,8.25,Ki=0.0056uM,True
1nvq,2,2003,8.25,Ki=5.6nM,True
2pbw,2.5,2007,8.25,Ki=5.56nM,True
1wuq,2,2005,8.27,Ki=0.0054uM,True
2cbj,2.35,2006,8.27,Ki=5.4nM,True
3hek,1.95,2009,8.27,Ki=5.4nM,True
4cps,1.55,2014,8.27,Ki=5.4nM,True
4djy,1.86,2012,8.27,Ki=5.4nM,True
3tt4,1.88,2012,8.28,Ki=5.3nM,True
4oc2,1.65,2014,8.28,Ki=5.3nM,True
4oc3,1.79,2014,8.28,Ki=5.3nM,True
5qqp,2.08,2019,8.28,Ki=5.3nM,True
1a28,1.8,1998,8.29,Ki=5.1nM,True
6ayo,1.67,2018,8.29,Ki=5.1nM,True
6o95,1.77,2019,8.29,Ki=5.1nM,True
1b6l,1.75,2000,8.3,Ki=5nM,True
1qbq,2.4,1999,8.3,Ki=5nM,True
1tom,1.8,1997,8.3,Ki=5nM,True
2cen,1.7,2007,8.3,Ki=5nM,True
2pvk,1.9,2008,8.3,Ki=5nM,True
2rd6,2.3,2008,8.3,Ki=5nM,True
3fqe,2.5,2009,8.3,Ki=5nM,True
3gjw,2.3,2010,8.3,Ki=5nM,True
3hku,1.8,2009,8.3,Ki=5nM,True
3hvi,1.2,2009,8.3,Ki=5nM,True
3jy0,2.4,2009,8.3,Ki=5nM,True
3zps,1.55,2013,8.3,Ki=5.0nM,True
4afg,2,2012,8.3,Ki=5nM,True
4cwr,2,2014,8.3,Ki=0.005uM,True
4o0b,1.93,2014,8.3,Ki=5nM,True
5j8z,1.7,2016,8.3,Ki=5.0nM,True
5khm,1.48,2016,8.3,Ki=5nM,True
3dc3,1.7,2009,8.31,Ki=4.9nM,True
5nxo,1.2,2018,8.31,Ki=4.9nM,True
4gih,2,2013,8.32,Ki=0.0048uM,True
4pee,1.95,2014,8.32,Ki=4.8nM,True
5c2a,2,2015,8.32,Ki=4.8nM,True
1hwr,1.8,1999,8.33,Ki=4.70nM,True
4z1k,1.35,2015,8.33,Ki=4.7nM,True
2qci,1.2,2008,8.34,Ki=4.6nM,True
2xye,2,2011,8.34,Ki=4.6nM,True
5ime,2.22,2016,8.34,Ki=4.6nM,True
1h23,2.15,2002,8.35,Ki=4.5nM,True
3nu5,1.29,2010,8.35,Ki=4.5nM,True
4bf6,1.82,2014,8.35,Ki=4.5nM,True
4yml,1.75,2015,8.35,Ki=4.5nM,True
1d4j,1.81,2002,8.36,Ki=4.40nM,True
3d83,1.9,2008,8.36,Ki=4.4nM,True
3kek,1.97,2010,8.36,Ki=4.4nM,True
4e6q,1.95,2012,8.36,Ki=4.4nM,True
2nmz,0.97,2007,8.37,Ki=4.3nM,True
3t1a,2.4,2011,8.37,Ki=4.3nM,True
4bao,1.87,2013,8.37,Ki=4.29nM,True
4v24,1.8,2014,8.37,Ki=4.3nM,True
6n7a,1.33,2019,8.37,Ki=4.3nM,True
1k21,1.86,2002,8.38,Ki=4.2nM,True
1mu6,1.99,2004,8.38,Ki=4.2nM,True
3zpu,1.8,2013,8.38,Ki=4.2nM,True
4a6b,1.8,2012,8.38,Ki=4.2nM,True
1lzq,2.2,2003,8.39,Ki=4.1nM,True
6ayr,1.95,2018,8.39,Ki=4.1nM,True
1aaq,2.5,1994,8.4,Ki=4.0nM,True
1fq5,2.4,2000,8.4,Ki=4.0nM,True
1k22,1.93,2002,8.4,Ki=4nM,True
1mtr,1.75,1996,8.4,Ki=4nM,True
1w5x,1.9,2004,8.4,Ki=4.0nM,True
1z1h,1.85,2005,8.4,Ki=4nM,True
1zpa,2.02,2005,8.4,Ki=4nM,True
2al5,1.65,2005,8.4,Ki=4nM,True
2j95,2.01,2007,8.4,Ki=4nM,True
2ovy,1.8,2007,8.4,Ki=4nM,True
2qbp,2.5,2008,8.4,Ki=0.004uM,True
2uwl,1.9,2007,8.4,Ki=4nM,True
2vsl,2.1,2008,8.4,Ki=4nM,True
2y82,2.2,2011,8.4,Ki=4nM,True
2zda,1.73,2008,8.4,Ki=4nM,True
3b68,1.9,2008,8.4,Ki=4nM,True
3d0e,2,2008,8.4,Ki=4nM,True
3str,1.75,2011,8.4,Ki=3.96nM,True
3sww,2,2011,8.4,Ki=4nM,True
3zxz,1.8,2011,8.4,Ki=0.004uM,True
4aoi,1.9,2012,8.4,Ki=0.004uM,True
4bck,2.05,2013,8.4,Ki=4nM,True
4nh7,2,2014,8.4,Ki=4nM,True
4ual,1.71,2014,8.4,Ki=4nM,True
5g57,1.73,2017,8.4,Ki=3.98nM,True
1bwb,1.8,1998,8.42,Ki=3.8nM,True
4wa9,2.2,2015,8.42,Ki=3800pM,True
2za5,2.3,2008,8.43,Ki=3.7nM,True
4y8x,1.9,2015,8.43,Ki=3.7nM,True
5dey,2.1,2016,8.43,Ki=3.7nM,True
5exl,2.3,2016,8.43,Ki=3.7nM,True
2xyf,1.8,2011,8.44,Ki=3.6nM,True
4zae,1.86,2015,8.44,Ki=3.6nM,True
5kqx,2.4,2016,8.44,Ki=3.6nM,True
5n0e,1.75,2017,8.44,Ki=3.6nM,True
5voj,1.8,2017,8.44,Ki=3.6nM,True
2oag,2.3,2007,8.47,Ki=3.4nM,True
5qtt,2.23,2019,8.47,Ki=3.4nM,True
6d3q,2.24,2019,8.47,Ki=3.4nM,True
1w5y,1.9,2004,8.48,Ki=3.3nM,True
2hs1,0.84,2006,8.48,Ki=3.3nM,True
2p3b,2.1,2007,8.48,Ki=3.3nM,True
2r5p,2.3,2007,8.48,Ki=3.3nM,True
2uxz,1.75,2008,8.48,Ki=3.3nM,True
3b1m,1.6,2011,8.48,Ki=3.3nM,True
3n3j,1.5,2011,8.48,Ki=3.3nM,True
5kr2,1.78,2016,8.48,Ki=3.3nM,True
5n0d,1.7,2017,8.48,Ki=3.3nM,True
1ec0,1.79,2002,8.49,Ki=3.2nM,True
2ihq,2,2006,8.49,Ki=3.2nM,True
3s45,1.51,2012,8.49,Ki=3.24nM,True
4hdf,1.29,2013,8.49,Ki=3.2nM,True
4m2r,1.99,2013,8.49,Ki=3.2nM,True
5ufs,2.12,2017,8.49,Ki=3.2nM,True
7upj,2,1997,8.49,Ki=3.2nM,True
2vh0,1.7,2008,8.51,Ki=3.1nM,True
3i25,2.1,2010,8.51,Ki=3.1nM,True
3u8j,2.35,2011,8.51,Ki=3.1nM,True
6oe1,1.45,2019,8.51,Ki=3.1nM,True
1i5r,1.6,2003,8.52,Ki=3.0nM,True
1nfx,2.15,2003,8.52,Ki=3.0nM,True
1rp7,2.09,2004,8.52,Ki=0.003uM,True
1xkk,2.4,2004,8.52,Ki=3nM,True
2boh,2.2,2006,8.52,Ki=3nM,True
2fvd,1.85,2006,8.52,Ki=3nM,True
2oc2,2.25,2007,8.52,Ki=3nM,True
2qu6,2.1,2007,8.52,Ki=3nM,True
2vvc,1.95,2009,8.52,Ki=3nM,True
3lpi,2.05,2010,8.52,Ki=3nM,True
3ml5,2.05,2011,8.52,Ki=3.0nM,True
3suu,1.6,2012,8.52,Ki=3nM,True
4nh8,1.65,2014,8.52,Ki=3nM,True
4o97,2.2,2014,8.52,Ki=3nM,True
4hwo,1.91,2013,8.54,Ki=2.9nM,True
5mjn,1.17,2017,8.54,Ki=2.9nM,True
1hos,2.3,1993,8.55,Ki=2.8nM,True
1ppl,1.7,1993,8.55,Ki=2.8nM,True
3ejp,1.32,2009,8.55,Ki=2.8nM,True
3v51,1.95,2012,8.55,Ki=2.8nM,True
5amd,1.5,2015,8.55,Ki=2.8nM,True
5nxg,1.2,2018,8.55,Ki=2.8nM,True
3ejq,1.45,2009,8.57,Ki=2.7nM,True
3ejr,1.27,2009,8.57,Ki=2.7nM,True
3v7x,1.03,2012,8.57,Ki=2.7nM,True
5caq,2.5,2015,8.57,Ki=2.7nM,True
2wky,2.2,2009,8.59,Ki=2.57nM,True
3ibi,1.93,2009,8.59,Ki=2.6nM,True
6h37,1.9,2018,8.59,Ki=2.6nM,True
1bwa,1.9,1998,8.6,Ki=2.5nM,True
3b66,1.65,2008,8.6,Ki=2.5nM,True
3s43,1.26,2012,8.6,Ki=2.53nM,True
3sxf,2.04,2012,8.6,Ki=2.5nM,True
3t3u,2.1,2012,8.6,Ki=2.5nM,True
4efs,1.63,2012,8.6,Ki=2.5nM,True
4gj2,2.4,2013,8.6,Ki=2.5nM,True
5sz3,1.69,2016,8.6,Ki=2.5nM,True
5upf,1.69,2017,8.6,Ki=2.5nM,True
6prf,1.21,2019,8.6,Ki=2.5nM,True
4ban,1.87,2013,8.61,Ki=2.43nM,True
2cej,2.5,2007,8.62,Ki=2.4nM,True
4bf1,1.35,2014,8.62,Ki=2.4nM,True
4hf4,2,2012,8.62,Ki=2.4nM,True
5egm,1.84,2015,8.62,Ki=2.4nM,True
5htz,1.95,2016,8.62,Ki=2.4nM,True
1mue,2,2004,8.64,Ki=2.3nM,True
1r1j,2.35,2004,8.64,Ki=2.3nM,True
1t31,1.9,2005,8.64,Ki=2.3nM,True
4qd6,2.45,2015,8.64,Ki=2.3nM,True
6std,1.8,1999,8.64,Ki=2.3nM,True
2oax,2.29,2007,8.65,Ki=2.232nM,True
3d1x,1.05,2008,8.66,Ki=2.2nM,True
3nox,2.34,2010,8.66,Ki=2.2nM,True
3u8k,2.47,2011,8.66,Ki=2.2nM,True
2qd6,1.28,2008,8.68,Ki=2.1nM,True
2q55,1.9,2007,8.69,Ki=2.04nM,True
5cj6,2.07,2016,8.69,Ki=2.03nM,True
1bcd,1.9,1993,8.7,Ki=2nM,True
1hfs,1.7,1998,8.7,Ki=2nM,True
1ohr,2.1,1998,8.7,Ki=2nM,True
1pxo,1.96,2004,8.7,Ki=2.0nM,True
1w13,2,2008,8.7,Ki=2nM,True
2b7d,2.24,2006,8.7,Ki=2nM,True
2f8g,1.22,2006,8.7,Ki=2.0nM,True
2fmb,1.8,1999,8.7,Ki=2nM,True
2jh0,1.7,2007,8.7,Ki=2nM,True
2ojj,2.4,2007,8.7,Ki=2nM,True
2uwo,1.75,2007,8.7,Ki=2nM,True
2vj8,1.8,2008,8.7,Ki=2nM,True
2wgj,2,2009,8.7,Ki=0.002uM,True
2wyg,1.88,2010,8.7,Ki=2nM,True
2y5f,1.29,2011,8.7,Ki=2nM,True
2y7z,1.84,2011,8.7,Ki=2nM,True
2y81,1.7,2011,8.7,Ki=2nM,True
3d9z,1.65,2009,8.7,Ki=2.0nM,True
3eqr,2,2008,8.7,Ki=2nM,True
3ge7,1.5,2009,8.7,Ki=2nM,True
3hvj,1.79,2009,8.7,Ki=2nM,True
3i5z,2.2,2010,8.7,Ki=2nM,True
3i60,2.5,2010,8.7,Ki=2nM,True
4a7i,2.4,2012,8.7,Ki=0.002uM,True
4bah,1.94,2013,8.7,Ki=2.01nM,True
4hy1,1.9,2013,8.7,Ki=2nM,True
4r5a,1.64,2014,8.7,Ki=2nM,True
4yth,2.04,2015,8.7,Ki=0.002uM,True
4zwx,1.7,2015,8.7,Ki=2nM,True
4zwz,1.62,2015,8.7,Ki=2nM,True
5e2o,2.08,2015,8.7,Ki=2.0nM,True
5hcv,2.5,2016,8.7,Ki=2nM,True
5sz2,1.63,2016,8.7,Ki=2.0nM,True
3ckz,1.9,2008,8.72,Ki=1.9nM,True
3p8o,2.3,2011,8.72,Ki=1.89nM,True
3ts4,1.59,2012,8.72,Ki=1.9nM,True
4crc,1.6,2015,8.72,Ki=0.0019uM,True
4ish,1.82,2013,8.72,Ki=1.9nM,True
4ivb,1.9,2013,8.72,Ki=1.9nM,True
4x6o,2.1,2015,8.72,Ki=1.9nM,True
5jg1,1.16,2016,8.72,Ki=1.9nM,True
6dj7,1.31,2018,8.72,Ki=1.9nM,True
1b6k,1.85,2000,8.74,Ki=1.8nM,True
1sdv,1.4,2004,8.74,Ki=1810pM,True
2vkm,2.05,2008,8.74,Ki=1.8nM,True
2wtv,2.4,2010,8.74,Ki=1.8nM,True
4ei4,2.22,2012,8.74,Ki=1.8nM,True
4gii,2.31,2013,8.74,Ki=1.8nM,True
5vkc,2.31,2017,8.74,Ki=1.8nM,True
6o94,1.98,2019,8.74,Ki=1.8nM,True
1d4l,1.75,2000,8.77,Ki=1.7nM,True
1x38,1.7,2005,8.77,Ki=1.7nM,True
1zp8,2.02,2005,8.77,Ki=1.7nM,True
2wkz,1.7,2009,8.77,Ki=1.7nM,True
3b5r,1.8,2008,8.77,Ki=1.7nM,True
3qdd,1.79,2012,8.77,Ki=1.7nM,True
4e4l,2,2012,8.77,Ki=1.7nM,True
4m0f,2.3,2013,8.77,Ki=1.7nM,True
5wal,2.45,2017,8.77,Ki=0.0017uM,True
